id,dong,store,tell,adr
418,조양동,파리바게트속초조양점,336360459,속초시선사로1길(조양동)(주공아파트맞은편)
419,조양동,한상기베이커리,336333813,강원도속초시조양로1665블럭상가동*12월4일오픈
420,조운동,갓구운빵굽터내,332518724,강원춘천시춘천로191(지번:춘천시운교동206-8)
421,조운동,고기듬뿍대왕비빔밥춘천점,332551444,강원도춘천시아침길24조양동주민센터근처
422,조운동,본죽명동점,332426233,춘천시조양동26-8명동입구건너편던킨도너츠옆
423,조운동,소담,7087441554,강원도춘천시조양동49-10(M백화점옆)
424,조운동,송주불냉면(운교점),2510980,강원춘천시춘천로185
425,조운동,천미향,332423724,강원도춘천시동부시장길11(동부시장옆성당근처)
426,조운동,파리바게트춘천명동점,332434520,강원도춘천시금강로54우리은행건너편
427,조운동,한스델리,332525212,강원도춘천시중앙로67번길92층(조양동)명동CGV근처
428,주천면,술샘짬뽕타운,333729896,주천로58번길29(한반도농협하나로마트건너편50M부근)
429,주천면,한반도농업협동조합,333728545,주천면주천로68(주천우체국건너편)
430,중동면,중화반점,333783939,강원영월군중동면중동시장길35
431,중앙동,강릉농협하나로마트사업소성남점,336450363,강원강릉시율곡로2792
432,중앙동,고봉민김밥인문화의거리점,336412270,강원강릉시문화의길9
433,중앙동,김밥나라,337463825,강원원주시중앙동40-2외환은행앞
434,중앙동,더삼겹,339222636,강원강릉시성덕포남로45-8(시내전역배달)
435,중앙동,면사무소,336427887,강원강릉시중앙시장2길45(성남동)
436,중앙동,부리또만나,7040010770,"강원원주시중앙시장길6,라동2층(미로예술시장내)*포장가능"
437,중앙동,스시990,337450990,강원원주시중앙동71-112층(국민은행옆2층)
438,중앙동,원주농협중앙지점,337466101,강원원주시중앙동원일로88-2(강원강영앞)
439,중앙동,이구동성,336550667,"강원강릉시경강로2069번길1016,000원이상배달가능"
440,중앙동,임당식당,336456561,강원강릉시문화의길7번길4
441,중앙동,죠스떡볶이대학로점,336417200,강원강릉시금학동16-2
442,중앙동,토스트굽는사람들강릉여고점,336418735,강원강릉시경강로2172
443,중앙동,행복한모루도서관구내식당,336469637,강원강릉시율곡로2923-12
444,지정면,원주농협지정지점,337329293,강원원주시지정면간현리809(원주레일바이크앞)
445,천곡동,CU뉴천곡중앙점,335341161,강원도동해시중앙로237(우리은행천곡지점옆100m)
446,천곡동,CU동해미소점,335324765,강원도동해시감추로11(천곡동롯데아파트입구맞은편)
447,천곡동,CU동해센트로빌점,335328889,강원도동해시한섬로73(센트로빌아파트후문입구옆20m)
448,천곡동,CU동해오렌지점,335334443,강원도동해시천곡로14(천곡파출소옆30m)
449,천곡동,CU동해천곡대로점,335357758,강원도동해시천곡로59-1(천곡동천일서점우측20m)
450,천곡동,CU동해천곡샘실점,335318980,강원도동해시샘실1길18(주공4차아파트인근동해마트앞50m)
451,천곡동,CU동해천곡원룸점,335335977,강원도동해시샘실3길74(천곡베이커리옆20m)
452,천곡동,CU동해천곡으뜸점,335357897,강원도동해시중앙로152(경포아파트앞100m(버스정류장인근)
453,천곡동,CU동해평릉점,335330595,강원도동해시평릉길20(동해금호어울림아파트인근50m)
454,천곡동,CU천곡로데오점,335337688,강원도동해시천곡로86-2(천곡동롯데시네마맞은편)
455,천곡동,CU천곡시네마점,335316788,강원도동해시한섬로111-5(롯데시네마건물1층)
456,천곡동,CU천곡점,335310010,강원도동해시중앙로20-3(동해코스모스호텔인근50m)
457,천곡동,GS25뉴동해타운점,335335647,강원동해시천곡동916천곡동모텔촌
458,천곡동,GS25동해동인병원점,335324462,"강원동해시하평로26(평릉동134,동해동인병원)동해동인병원1층"
459,천곡동,GS25동해제일점,335324325,강원동해시동굴로63(천곡동1008-15)북평여고앞
460,천곡동,GS25동해천곡점,335329525,"강원동해시대학로28,104호(천곡동1075,동림아케이드)동해삼성아파트정문앞"
461,천곡동,GS25동해하나리움점,335355962,강원동해시평릉동449하나리움상가103~104호동해하나리움아파트앞
462,천곡동,GS25천곡으뜸점,335355019,강원동해시감추1길27(천곡동960-13)A마트위원룸촌
463,천곡동,소마우동,335351566,강원동해시천곡동1063삼양타워2차101호주공2차후문앞
464,천곡동,신촌생우동,335357088,강원동해시천곡동대학로10(주공2차후문)
465,천곡동,진태원,335353363,강원동해시한섬로70-1(천곡동)센트로빌아파트정문앞
466,천곡동,태백루,335324003,강원동해천곡1043-3주공3차상가2(주공3차상가태백루)
467,천곡동,태용각,335338098,강원동해시천곡동1045-1현대아파트입구미니스톱건물내
468,천곡동,파리바게뜨동해천곡중앙점,335358888,"강원도동해시중앙로150,1층(천곡동)구)경포아파트맞은편,동해초등학교근처"
469,천곡동,파리바게뜨천곡점,335320624,강원도동해시천곡로14(천곡동)한양아파트맞은편
470,천곡동,파스타리코,335350075,"강원도동해시중앙로231,2층2호(천곡동)(천곡동신한은행옆금강산약국2층)"
471,천곡동,한스델리동해점,335355911,강원동해시중앙로249(우리은행옆건물2층)
472,천곡동,향미원,335358206,강원동해시천곡동971-7(동해에이마트옆)
473,철원군,"CU(구,훼미리마트)(철원군)",15773663,전국훼미리마트편의점
474,철원군,지에스리테일(GS25)(철원군),3220063439,서울영등포구문래동6가10
475,철원읍,은혜의정부부대찌개,334550165,강원도철원군철원읍금학로274철원농협근처
476,철원읍,철원유통,334550573,강원도철원군철원읍금학로262화지2리철원고등학교근처
477,춘천시,(주)이마트위드미(춘천시),269161500,서울특별시성동구성수동2가281-4푸조비즈타워
478,춘천시,"CU(구,훼미리마트)(춘천시)",15773663,전국훼미리마트편의점
479,춘천시,지에스리테일(GS25)(춘천시),220062191,서울영등포구문래동6가
480,태장1동,동일각,337435777,강원원주시태장1동850-11(KBS송신소앞)
481,태장1동,올리브피자치킨,337329278,강원도원주시치악로7960(태장동)(태장1동주민센터부근)
482,태장1동,즉석김밥,337454050,강원원주시태장동730-10(새마을금고앞)
483,태장2동,(주)남원태장원마트,337316711,강원원주시태장동1374-1(주공아파트건너편)
484,태장2동,1미터피자(태장점),337341182,강원도원주시현충로282(진우아파트근처)
485,태장2동,사러가플러스마트,337338998,강원도원주시북원상가길13(북원상가내)
486,태장2동,영복마트,337432410,강원원주시태장2동1394-2(우성2차후문)
487,태장2동,자금성,337428186,강원원주시태장동1031-14(태장초옆)
488,태장2동,토란식당,337424761,강원원주시태장2동1393-1(대흥아파트정문좌측)
489,태장2동,파리바케뜨원주태장점,337358208,강원원주시태장동북원로2700(바다약국옆)
490,태장2동,후레쉬슈퍼마켓(태장주공점),337447065,강원도원주시태장둔치길77(태장동)주공4단지입구*3만원이상배달가능
491,퇴계동,59피자퇴계점,332555950,강원도춘천시승지골길16번길16(퇴계동)퇴계7단지주공아파트상가동104호
492,퇴계동,가리미김밥퇴계금호한주점,332526770,강원도춘천시안마산로227(지번:강원도춘천시퇴계동1013-4)
493,퇴계동,간식대장,332521401,"강원춘천시승지골길16번길49104호(퇴계동,뜨란채아파트상가동)"
494,퇴계동,김밥나라퇴계점,2440448,강원도춘천시춘주로145-1(지번:강원도춘천시퇴계동903-5)
495,퇴계동,남춘천중국집,332555312,"강원도춘천시퇴계로74(퇴계동)(퇴계동주민센터근처,남춘천주유소맞은편)"
496,퇴계동,도킹치킨,332412259,강원춘천시춘주로147번길19(퇴계동)퇴계동남부초등학교후문놀이터앞
497,퇴계동,땅땅치킨춘천퇴계점,332629278,"강원도춘천시안마산로203홈플러스건너편*최소배달14,500원"
498,퇴계동,떡토순,332521401,"강원춘천시승지골길16번길49상가동104호(퇴계동,뜨란채아파트)"
499,퇴계동,뚜레쥬르(퇴계주공점),332610458,강원도춘천시퇴계로146(퇴계동)
500,퇴계동,뚜레쥬르남춘천점,332440069,강원도춘천시행촌로27(남춘천중학교앞)
501,퇴계동,뚱떡,339104464,춘천시지석로80(퇴계동CGV1층)
502,퇴계동,마리앤,332642623,"강원춘천시퇴계로139-1,102호(퇴계동)퇴계주공1단지옆"
503,퇴계동,미쳐버린파닭(춘천점),332519212,강원도춘천시춘주로187번길3(남부초근처)
504,퇴계동,바푸리춘천퇴계점,332633333,"강원춘천시지석로11,1층(퇴계동)퇴계동하나로마트옆"
505,퇴계동,백년족발,332430600,"강원도춘천시춘주로162,101(퇴계동)(현대1차아파트상가내)"
506,퇴계동,소풍가자,332427770,강원춘천시춘주로187(퇴계동)
507,퇴계동,아딸(퇴계점),332525889,강원도춘천시춘주로153(남구초등학교근처)
508,퇴계동,애플돈가스전문점사과나무,332528555,강원춘천시가연길23
509,퇴계동,여기루,332518209,강원춘천시남춘천길31(퇴계동주민센터맞은편)
510,퇴계동,연경손만두,332571690,"강원춘천시춘주로147번길10,1층(퇴계동)남부초등학교후문늘푸른어린이집부근"
511,퇴계동,용천옛날통닭퇴계점,332632636,"강원도춘천시김유정로1885,1층101호(퇴계동)(중앙하이츠1차아파트입구)"
512,퇴계동,웰덤치킨석사cgv,332697722,"강원춘천시지석로80,2층231호(퇴계동)춘천CGV내2층"
513,퇴계동,이삭토스트(퇴계점),2547689,강원도춘천시행촌로36(구조흥은행사거리황실보석건너편)
514,퇴계동,이삭토스트퇴계한주점,332642492,"강원도춘천시안마산로213,1층111호,117호(금호타운아파트한주아파트사이퇴계타운상가내)"
515,퇴계동,장꾸웨이,332570333,강원도춘천시춘주로187번길20-13(퇴계동)(구/탁틴스포츠앞)
516,퇴계동,쭈노치킨퇴계칠전점,2539245,강원도춘천시행촌로11(퇴계동)(한진한성아파트상가)
517,퇴계동,찡오랑,1072416570,"강원춘천시지석로801층113호(퇴계동,춘천시너스카펠라복합빌딩)"
518,퇴계동,챠이강짬뽕,332625644,강원도춘천시안마산로216(한주아파트근처)
519,퇴계동,토스피아투탑시티점,332697744,"강원도춘천시지석로80,2층-235(퇴계동,투탑시티)(춘천퇴계동씨지브이2층)"
520,퇴계동,파리바게뜨퇴계점,332621172,강원도춘천시안마산로199(한주금호아파트건너편)
521,퇴계동,파리바게뜨퇴계주공점,332628202,강원춘천시퇴계로175103호(퇴계동)바른손문구점맞은편
522,퇴계동,파리바게뜨(남춘천점),2570082,강원도춘천시행촌로29(구조흥은행자리대원빌딩/현대2차입구)
523,퇴계동,패밀리치킨,332412421,강원도춘천시충혼길34번길14(온의동)강남병원뒤쪽
524,퇴계동,패밀리피자치킨,332617200,강원도춘천시퇴계로146번길4-3남춘천휴먼시아2단지근처
525,퇴계동,피자마루,332549950,강원춘천시춘주로141(농협밑)
526,퇴계동,피자스쿨남춘천점,332523633,강원도춘천시춘주로150
527,퇴계동,피자스쿨(퇴계금호타운점),332647444,강원도춘천시안마산로213퇴계금호타운상가
528,퇴계동,하나로반점,332611122,강원도춘천시퇴계동77-2(한주아파트앞)
529,퇴계동,후라이드참잘하는집,332639294,강원도춘천시퇴계로139-1
530,학성동,남원주농업협동조합,337378888,강원원주시흥업면흥업리590-2(강릉원주대후문)
531,학성동,송송칼국수,337480243,강원원주시학성동326-3(중앙볼링장앞)
532,학성동,영진하이마트,337437009,강원원주시학성동267-72/5(학성동사무소윗편)
533,학성동,코렉스마트,337479577,강원원주시학성동1002-2(단계사거리원주역방향우측)
534,한반도면,한반도농협신천지점,333726071,강원도영월군한반도면서강로736-3
535,한반도면,한반도농협쌍용지점,333725121,강원도영월군한반도면무동길9
536,행구동,원주농협하나로마트(행구점),337325032,강원원주시행구동1720-4(SG마트옆)
537,호저면,원주농협호저지점,337382807,강원도원주시호저면호저로437호저면사무소100m부근
538,홍제동,59피자유천점,336455984,강원강릉시선수촌로63번길5상가동103호
539,홍제동,강원양돈농협유천지점,336504988,강원강릉시홍제동1028-2
540,홍제동,국선생강릉유천점,336412589,강원강릉시선수촌로69메타폴리스104호
541,홍제동,국수나무강릉유천점,336466224,"강릉시선수촌로79-15,110호"
542,홍제동,늘솜김밥,336413399,강원강릉시선수촌로63번길14-16110호
543,홍제동,뒷골,336475100,강원강릉시사임당로61번길18
544,홍제동,바푸리쉬는시간,336516271,강원강릉시선수촌로63번길14-16유퍼스트108호
545,홍제동,반찬에반하다,336443199,강원강릉시선수촌로63번길18-5
546,홍제동,버튼,336418026,강원강릉시명주로2
547,홍제동,봉녀네반찬가게,336460286,강원강릉시명주로31
548,홍제동,용우동유천점,336558484,강원강릉시선수촌로79-7106호
549,홍제동,파리바게뜨유천점,336436361,강원강릉시선수촌로63번길26-9
550,효자1동,거북당(수협마트춘천점),332412045,공지로3451층(수협마트점내거북당)
551,효자2동,BHC치킨,332619942,강원도춘천시백령로81
552,효자2동,가리미김밥석사세경점,332576643,"강원도춘천시남춘천새길39,1층(효자동)세경할인마트앞"
553,효자2동,뚜레쥬르효자점,339115407,강원춘춘시공지로2401층(효자동)세경할인마트건너편
554,효자2동,만나돈가스,2418254,강원도춘천시백령로29
555,효자2동,맛강정치킨,332623005,강원춘천시공지로2521층(효자동)
556,효자2동,명해루,332630025,강원도춘천시공지로242번길21(효자동)(병무청건너편비봉화원골목안쪽)
557,효자2동,밥리버거,332621599,"강원도춘천시공지로265-2,1층(효자동)(강원대학교정문앞300m삼거리근처)"
558,효자2동,수짬뽕,332568222,"강원도춘천시공지로276-3,1층(법원옆)"
559,효자2동,아망떼제과점,332575336,강원도춘천시효제길22(효제초등학교정문아래150m)
560,효자2동,유진스넥,332555373,강원도춘천시공지로266(강대정문입구에서법원방향)
561,효자2동,진미닭갈비본점,332432888,강원춘천시백령로51
562,효자2동,진영루,2562229,강원도춘천시효자로83(신동아아파트입구)
563,효자2동,코나주먹밥,2422008,강원춘천시서부대성로224
564,효자2동,탁이왕족발,332413987,효자동647번지(타로광장)
565,효자2동,하오차이,2626031,강원도춘천시공지로254(강원대정문삼거리근처)
566,효자2동,하이루(1호점),332573460,강원도춘천시효자로52-1(부속초등학교앞)
567,효자2동,행복한두부,332557710,강원춘천시둥지길4
568,효자3동,거북당(벨몽드점),332442045,"강원도춘천시춘천로197-1,1층(효자동,벨몽드상가)팔호광장벨몽드마트내"
569,효자3동,대수타강대점,332541694,강원도춘천시백령로138번길10(강대후문근처)
570,효자3동,대학로탕수육,332413334,"강원춘천시서부대성로198,1층(효자동)강원대학교후문팔호광장방면"
571,효자3동,더베이커리(Thebakery),2510098,강원도춘천시효자문길20-1
572,효자3동,맘스쿡,332557944,강원도춘천시서부대성로227번길4(강대후문먹자골목안)*2인분이상배달가능
573,효자3동,미화네떡볶이2,1077530817,강원도춘천시서부대성로222-1(강원대후문축협사거리)
574,효자3동,박가부대춘천강대점,332570755,강원도춘천시백령로138번길41(효자동)강원대학교후문건너편(배달주문시꼭꿈자람카드라고말씀해주세요)
575,효자3동,본죽(강대점),332444467,춘천시효자동15-32층강대병원응급실맞은편
576,효자3동,송탄햄버거,332532046,"강원도춘천시서부대성로229-1,3동1층(효자동)강원대학교후문"
577,효자3동,수반점,332412589,서부대성로2102층(강원대학교축협사거리하마감자탕2층)
578,효자3동,왕초뼈다귀해장국,2512937,강원도춘천시백령로171(강대병원후평2단지100m좌측)
579,효자3동,원수제돈가스,332539966,강원도춘천시서부대성로251-1(효자동)강원대학교후문에서사대부고쪽
580,효자3동,유우동돈까스,332516525,강원도춘천시백령로127(축협사거리영신안경원건너편)
581,효자3동,이삭토스트(강원대점),332538295,강원도춘천시서부대성로211
582,효자3동,죠스떡볶이,332555871,강원춘천시백령로138번길41(강대후문근처)
583,효자3동,중화루,332422214,강원도춘천시효자동642-2
584,효자3동,춘향,332542234,"강원춘천시후만로11,1층101호(효자동)후평주공5단지입구"
585,효자3동,큰골집,332530595,춘천시후만로11(사대부고건너편춘향2층)
586,효자3동,파리바게트강원대점,332412210,강원도춘천시서부대성로235
587,효자3동,피자스쿨(석사애막골점),332616066,강원도춘천시후석로186번길16(진흥아파트앞)
588,후평1동,동보성,332524337,강원춘천시보안길124
589,후평1동,룽타우객잔후평점,332538399,강원도춘천시후석로395(후평공단스타주유소앞)
590,후평1동,빵터진돈까스,332633119,"강원도춘천시후석로393번길31(세경3차건너편골목길)*13,000원배달가능"
591,후평1동,투존치킨춘천후평점,332418988,강원도춘천시후석로393번길40-11층(후평동)참좋은한림마트뒷골목
592,후평1동,파리바게트한림대점,332554520,강원도춘천시삭주로96
593,후평1동,하루에베이커리(하나로마트후평점),332422045,강원춘천시후석로414(후평동)하나로마트내
594,후평2동,60계치킨춘천후평점,332550060,강원도춘천시백령로190춘천트루엘건너편
595,후평2동,백미부대찌개,2424565,강원도춘천시부안길6번길33(부안초길옆)
596,후평2동,사자와밥상,332520061,후평동67-35번지(지적공사인근)
597,후평2동,순옥이네,332556002,강원춘천시춘천로310번길221층(후평동)
598,후평2동,아미김밥,2569664,강원도춘천시후석로253(한우리약국근처)
599,후평2동,오르새피자강원대학교점,332428855,강원도춘천시백령로212(부안초정문근처)
600,후평2동,원중화요리,332417664,"강원도춘천시후만로13,1층(후평동)(후평주공5단지정문옆)"
601,후평2동,파리바게뜨(후평점),332558203,강원도춘천시후석로293
602,후평2동,파리바게뜨(포스코점),332578205,강원도춘천시춘천로296번길3(후평1단시장입구)
603,후평2동,피자스쿨춘천후평점,2538998,강원도춘천시후석로299
604,후평2동,피크닉,332522211,강원도춘천시후석로299-1(후평동)은하수거리근처
605,후평2동,후평김밥나라,332432131,강원도춘천시후석로298(지적공사건너편)
606,후평3동,고봉민김밥춘천후평점,332520011,강원춘천시후석로326후평동포스코맞은편
607,후평3동,국수나무(춘천후평점),332560559,"강원도춘천시보안길70-2(후평동)포스코정문,MS마트중간지점"
608,후평3동,김밥박사,2567557,강원도춘천시대양당길1(주공@4단지입구)
609,후평3동,대가찹살순대,332551722,강원춘천시후만로79번지(인공폭포1.5닭갈비옆)
610,후평3동,도이첸후평점,332577982,"강원춘천시후석로278,1층(후평동)인공폭포사거리"
611,후평3동,돌담집짬뽕,332571315,"강원춘천시보안길50-2,지하1층(후평동)지적공사앞공영주차장맞은편"
612,후평3동,르방베이커리,1063953794,강원춘천시후석로248(춘성할인마트내)
613,후평3동,매콤달콤떡볶이,332531400,강원춘천시후석로257-1(인공폭포사거리석사동방향)
614,후평3동,맥시칸치킨호프,332425366,"강원도춘천시후만로98번길24(후평동,1층3호)(봉의고등학교밑)"
615,후평3동,먹고갈래,332433208,강원춘천시후석로250번길231층(후평동)봉의예술고등학교맞은편
616,후평3동,먹보만두김밥분식,332527896,강원도춘천시후만로87-1(후평3동사무소옆)
617,후평3동,바른생활,332412566,"강원춘천시후평3동후석로326,113(포스코정문앞)"
618,후평3동,병천순대(후평점),332561237,강원도춘천시보안길55
619,후평3동,쁘레뜨랑(후평점),2572298,강원도춘천시후석로298(지적공사건너편)
620,후평3동,선이스낵,332423353,"강원도춘천시후석로258번길28(후평3동)주공아파트4단지401동,405동사이주님의교회맞은편"
621,후평3동,아시안피자쏭스핫도그,332419309,강원춘천시후석로252(후평동)한신아파트사거리햇빛약국밑건물
622,후평3동,아줌마숯불갈비,332531363,강원도춘천시춘천로311
623,후평3동,이경규의돈치킨포스코점,332433392,"강원춘천시후석로326번길5,1층(후평동)포스코정문앞"
624,후평3동,쭈노치킨,2439985,강원도춘천시수풍골길13번길26(현대3차뒤개나리아파트앞)-(후평/교동/효자)배달가능
625,후평3동,하이루,332562562,강원도춘천시세실로204(후평동)초록할인마트옆
626,후평3동,홍해아,332524577,강원춘천시후만로98번길16
